name,rate,location,cuisines,cost_for_two
"Empire Restaurant,HSR",3.9,HSR,"North Indian, Mughlai, South Indian, Chinese, Buffet, Delivery, Dine-out",750
"Atithi,HSR",3.9,HSR,"North Indian, Chinese, Street Food, Buffet, Delivery, Dine-out",800
"SSignature,HSR",3.7,HSR,"North Indian, South Indian, Chinese, Buffet, Dine-out",800
"Barbeque Nation,Koramangala 1st Block",4.7,Koramangala 1st Block,"North Indian, European, Mediterranean, BBQ, Kebab, Buffet, Dine-out",1600
"Spice It - Ibis Hotel,Bommanahalli",3.0,Bommanahalli,"Asian, Continental, European, Fast Food, North Indian, Mughlai, South Indian, Buffet, Desserts, Dine-out",1200
"The Hub - Ibis Hotel,Bommanahalli",3.7,Bommanahalli,"Finger Food, Fast Food, Buffet, Dine-out, Drinks & nightlife, Pubs and bars",1500
"Zee5 Loft,HSR",4.4,HSR,"Cafe, Burger, Pizza, Sandwich, Cafes, Delivery, Dine-out",700
"Tea Villa Cafe,HSR",4.2,HSR,"Cafe, Tea, Continental, Mediterranean, Italian, Desserts, Beverages, Cafes, Delivery, Desserts",800
"Here & Now,HSR",4.6,HSR,"Cafe, American, Burger, Beverages, Cafes, Dine-out",750
"Amour Fine Patisserie,HSR",4.0,HSR,"Cafe, Desserts, Continental, Cafes, Delivery, Desserts, Dine-out",500
"Blk Plus Wht,HSR",4.3,HSR,"Asian, Thai, North Indian, Cafes, Dine-out",800
"La Estranger Cafe,HSR",3.8,HSR,"Cafe, Burger, Sandwich, Beverages, Cafes, Delivery, Dine-out",500
"Smally's Resto Cafe,HSR",4.0,HSR,"Cafe, Italian, Burger, American, Steak, Cafes, Delivery, Dine-out",650
"Tea Addict,HSR",4.0,HSR,"Cafe, Beverages, Cafes, Delivery",300
"Grilliez,HSR",4.1,HSR,"Cafe, Arabian, Continental, Turkish, Fast Food, Burger, Beverages, Cafes, Delivery, Dine-out",600
"The Chocolate Room,HSR",3.9,HSR,"Cafe, Bakery, Fast Food, Desserts, Cafes, Delivery, Desserts",600
"JFD Cafe,HSR",2.8,HSR,"Cafe, Cafes, Delivery, Dine-out",400
"Canopy Flavours,HSR",2.6,HSR,"Cafe, Fast Food, Cafes, Dine-out",450
"Cafe Coffee Day,HSR",3.8,HSR,"Cafe, Cafes, Dine-out, Delivery",650
"The Wicked Cup,HSR",3.9,HSR,"Cafe, Sandwich, Fast Food, Beverages, Desserts, Cafes, Delivery, Desserts",350
"Kairos,HSR",3.8,HSR,"Cafe, Italian, European, Cafes, Desserts, Dine-out",1000
"Chaai Resto,HSR",3.9,HSR,"Tea, Beverages, Fast Food, Cafes, Delivery, Dine-out",250
"Big Mama,HSR",3.3,HSR,"Cafe, Continental, Italian, Cafes, Delivery, Dine-out",600
"UBCR Cafe & Resto,HSR",3.6,HSR,"Cafe, Burger, Continental, Chinese, Cafes, Delivery, Dine-out",500
"Go Native,HSR",3.7,HSR,"Healthy Food, Cafe, Beverages, Cafes",800
"Talk Over Table Cafe,HSR",3.7,HSR,"Cafe, Italian, Beverages, Cafes, Dine-out",500
"Sky Bakery and Cafe,Bommanahalli",3.7,Bommanahalli,"Bakery, Cafe, Cafes, Delivery, Desserts, Dine-out",350
"VegiGate,Sarjapur Road",3.7,Sarjapur Road,"Cafe, Chinese, Cafes, Delivery, Dine-out",500
"Midnight Mania,Koramangala 6th Block",4.1,Koramangala 6th Block,"Pizza, Italian, Beverages, Delivery, Delivery",700
"M.M Restaurant,HSR",3.9,HSR,"Chinese, North Indian, Biryani, Delivery, Dine-out",600
"Night Fox,Bommanahalli",3.2,Bommanahalli,"South Indian, North Indian, Chinese, Delivery",500
"Happy Days,Bommanahalli",3.1,Bommanahalli,"Biryani, North Indian, South Indian, Delivery",500
"Easy Bites,HSR",3.8,HSR,"Fast Food, Sandwich, Delivery, Delivery",300
"Eat Well,Indiranagar",3.5,Indiranagar,"North Indian, Chinese, Delivery, Dine-out",400
"Juice Shop,HSR",3.7,HSR,"Juices, Beverages, Ice Cream, Delivery, Desserts",150
"Behrouz Biryani,HSR",4.0,HSR,"Biryani, Delivery",650
"Punjabites,HSR",3.8,HSR,"North Indian, Charcoal Chicken, Delivery, Delivery",400
"Masala Secret Eat WOW,HSR",3.6,HSR,"Street Food, Fast Food, Chinese, Momos, Delivery, Dine-out",300
"Firangi Bake,Koramangala 1st Block",3.9,Koramangala 1st Block,"Mexican, Italian, Delivery",600
"Faasos,Koramangala 1st Block",4.0,Koramangala 1st Block,"North Indian, Biryani, Fast Food, Delivery",500
"Sweet Truth,Koramangala 1st Block",4.0,Koramangala 1st Block,"Bakery, Desserts, Delivery",500
"The Good Bowl,Koramangala 1st Block",3.6,Koramangala 1st Block,"Italian, North Indian, Biryani, Delivery",500
"Karama Restaurant,HSR",3.4,HSR,"Arabian, Delivery, Delivery",400
"BOX8- Desi Meals,HSR",4.2,HSR,"North Indian, Mughlai, Fast Food, Delivery",500
"Dabba Gosht,HSR",3.4,HSR,"Arabian, Middle Eastern, Delivery",400
"Domino's Pizza,Sarjapur Road",2.7,Sarjapur Road,"Pizza, Fast Food, Delivery, Delivery, Dine-out",400
"Al-Bek,HSR",3.6,HSR,"Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls, Delivery",300
"Cafe Coffee Day The Lounge,HSR",3.8,HSR,"Cafe, Fast Food, Delivery",650
"Biriyani's House,HSR",3.7,HSR,"Biryani, North Indian, Delivery, Dine-out",200
"Vijayawada Style,Bommanahalli",3.2,Bommanahalli,"North Indian, South Indian, Chinese, Delivery",300
"Mark,HSR",3.7,HSR,"Andhra, Fast Food, Delivery",500
"Boxout,HSR",3.7,HSR,"Andhra, Chinese, Delivery",500
"TY Biryani,HSR",3.7,HSR,"Fast Food, Biryani, Delivery, Dine-out",500
"Kitchens@HSR,HSR",3.1,HSR,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra, Delivery",200
"Kings Kitchen,HSR",3.7,HSR,"Biryani, North Indian, Delivery",500
"4K Biryani,HSR",3.3,HSR,"North Indian, Chinese, Delivery",700
"Aligarh House,HSR",4.4,HSR,"North Indian, Biryani, Awadhi, Mughlai, Delivery",400
"Donne Biryani House,HSR",3.7,HSR,"South Indian, Biryani, Delivery, Delivery",350
"Mojo Pizza - 2X Toppings,HSR",4.2,HSR,"Pizza, Delivery",600
"Silbatti,HSR",4.0,HSR,"North Indian, Delivery, Dine-out",750
"Nellore Abhiruchi,HSR",3.3,HSR,"Biryani, South Indian, Delivery, Dine-out",300
"Kapoor's Cafe,HSR",4.0,HSR,"North Indian, Delivery, Dine-out",800
"The Punjabi Rasoi,HSR",4.0,HSR,"North Indian, Delivery, Dine-out",800
"Hunger Swipe Restaurant,HSR",3.7,HSR,"North Indian, Chinese, Delivery, Dine-out",700
"HSR High Street,HSR",3.8,HSR,"Hyderabadi, North Indian, South Indian, Biryani, Delivery, Dine-out",800
"Fish & Fries Restaurant,HSR",4.0,HSR,"Continental, Seafood, Bengali, Fast Food, Delivery, Dine-out",750
"Gavran Misal,HSR",3.7,HSR,"Street Food, Delivery",250
"Shaadi Ki Biryani,HSR",2.9,HSR,"Biryani, Charcoal Chicken, Delivery",600
"Ziyan's Cafe 27th,HSR",4.0,HSR,"Kerala, Delivery, Dine-out",300
"California Burrito,HSR",4.1,HSR,"Mexican, Fast Food, Delivery, Dine-out",400
"Punjabi Nawabi,HSR",4.0,HSR,"North Indian, Delivery, Dine-out, Delivery",500
"Mustard Food Court,HSR",3.9,HSR,"North Indian, Chinese, Delivery, Dine-out",500
"90's,HSR",3.7,HSR,"North Indian, Delivery, Dine-out",200
"Chef Delicacies,HSR",3.7,HSR,"Kebab, Rolls, Charcoal Chicken, Delivery",400
"Apsara Ice Cream,HSR",4.5,HSR,"Ice Cream, Desserts, Delivery, Desserts",200
"de Ranthal,HSR",3.8,HSR,"Kerala, Delivery, Dine-out",300
"Shankar Maanes Kitchen,HSR",3.8,HSR,"South Indian, Biryani, North Indian, Delivery, Dine-out",500
"Krutunga,HSR",3.6,HSR,"Andhra, Biryani, Delivery, Dine-out",500
"Keventers,HSR",3.6,HSR,"Desserts, Beverages, Ice Cream, Delivery, Desserts",400
"Five Star Chicken,Sarjapur Road",3.3,Sarjapur Road,"Roast Chicken, Burger, Delivery, Delivery, Dine-out",300
"Kaka-T-Cafe,HSR",4.0,HSR,"Arabian, Fast Food, Delivery, Dine-out",400
"Udupi Bhavan,HSR",3.8,HSR,"Chinese, North Indian, South Indian, Delivery, Dine-out",400
"Cupcake Noggins,HSR",4.1,HSR,"Desserts, Bakery, Delivery, Desserts",300
"Tarlette,HSR",3.7,HSR,"Bakery, Fast Food, Delivery",560
"Rasana,HSR",3.7,HSR,"Fast Food, North Indian, Delivery, Dine-out",250
"Fruit Ball,HSR",3.7,HSR,"Juices, Sandwich, Delivery",150
"The Thickshake Factory,HSR",3.6,HSR,"Beverages, Juices, Delivery",350
"Udupi Palace,HSR",3.7,HSR,"South Indian, North Indian, Chinese, Street Food, Delivery, Dine-out",400
"IceBreakers,HSR",3.6,HSR,"Desserts, Ice Cream, Delivery, Desserts, Delivery",400
"Vasudev Adiga's,HSR",3.7,HSR,"South Indian, North Indian, Chinese, Street Food, Delivery, Dine-out",250
"Anjappar,HSR",2.9,HSR,"Chettinad, South Indian, Delivery, Dine-out",650
"Curries'N' Fries,HSR",3.7,HSR,"Andhra, Delivery",400
"Donne Biriyani Mane,HSR",3.2,HSR,"Biryani, Kebab, Delivery, Dine-out",400
"Rolls On Wheels,HSR",3.6,HSR,"Fast Food, Rolls, Momos, Delivery, Dine-out",300
"Nandhini Deluxe,HSR",3.6,HSR,"Andhra, North Indian, Delivery, Dine-out",800
"Cha-Cha Cha-Chi,HSR",3.3,HSR,"Fast Food, Beverages, Delivery",100
"Popular Bakery,HSR",3.7,HSR,"Desserts, Bakery, Delivery, Desserts",600
"@Italy,HSR",3.5,HSR,"Italian, Pizza, Delivery, Dine-out",700
"Idli & Dosa Cafe,HSR",2.6,HSR,"South Indian, Delivery, Dine-out",200
"Shawarma Hunt,HSR",3.4,HSR,"Arabian, Delivery, Dine-out",300
"Spice of India & Chai Tales,HSR",3.7,HSR,"Biryani, North Indian, South Indian, Beverages, Delivery, Dine-out",400
"Ur Cutlet Factory,HSR",3.1,HSR,"Fast Food, Delivery",200
"Brown Box,HSR",3.7,HSR,"North Indian, Chinese, Delivery",400
"Brunch Pizza,HSR",3.7,HSR,"Pizza, Delivery",550
"Paanwadi,HSR",3.3,HSR,"Desserts, Paan, Delivery, Desserts",100
"Sree Abhiruchi,HSR",2.6,HSR,"Andhra, Biryani, North Indian, Delivery, Dine-out",600
"Hyderabad Biryaani House,HSR",3.7,HSR,"Biryani, Hyderabadi, Charcoal Chicken, North Indian, Delivery",400
"Kolkata Roll & Fast Food,HSR",3.6,HSR,"Fast Food, Delivery, Dine-out",250
"56 Bhoga Sweets,HSR",3.6,HSR,"Mithai, Street Food, Delivery, Desserts",150
"Cake of the Day,HSR",3.7,HSR,"Bakery, Delivery, Desserts",150
"Murli,HSR",3.7,HSR,"North Indian, Chinese, Street Food, Fast Food, Mithai, Delivery, Dine-out",500
"Urvashi,HSR",3.7,HSR,"South Indian, Chinese, Seafood, Biryani, Delivery, Dine-out",600
"Kolkata Rolls & Fast Food,HSR",3.5,HSR,"Rolls, Fast Food, Delivery",200
"Hunger Meals,HSR",3.9,HSR,"South Indian, North Indian, Biryani, Delivery",400
"Rara Avis,HSR",3.7,HSR,"Kerala, Seafood, Biryani, Desserts, Delivery",400
"Cutlet Shop,HSR",3.2,HSR,"Fast Food, Desserts, Delivery",200
"Brajwasi Catering Service,HSR",3.7,HSR,"North Indian, Chinese, Delivery",200
"Spice of Andhra,HSR",3.7,HSR,"Andhra, Delivery, Dine-out",500
"Hotel Arogya,HSR",3.7,HSR,"South Indian, North Indian, Chinese, Delivery, Dine-out",400
"Thalassery Mess,HSR",3.3,HSR,"Kerala, Delivery, Dine-out",300
"Carnival Cakes & Breads,HSR",3.5,HSR,"Bakery, Fast Food, Delivery, Desserts",200
"Ithaa's Biriyani,HSR",3.4,HSR,"Biryani, Chinese, North Indian, Delivery, Dine-out",500
"ChopServe,HSR",3.5,HSR,"Chinese, Delivery, Dine-out",300
"Cheesecake Alley,HSR",3.1,HSR,"Bakery, Desserts, Delivery, Desserts",400
"Sandwich Truffles,HSR",3.3,HSR,"Fast Food, Delivery, Dine-out",400
"The Breakfast & Dinner Club,HSR",3.7,HSR,"Continental, North Indian, South Indian, Mangalorean, Delivery",300
"Niranthara,HSR",3.7,HSR,"North Indian, Delivery",400
"Bombay Kulfis,HSR",3.8,HSR,"Ice Cream, Delivery, Desserts",200
"Laziz Pizza,HSR",3.7,HSR,"Fast Food, Burger, Pizza, Delivery, Dine-out",400
"Muziris,HSR",3.6,HSR,"Kerala, Delivery, Dine-out",250
"7 Degrees North,HSR",3.5,HSR,"North Indian, Delivery, Dine-out",500
"The Thali Company,HSR",3.3,HSR,"North Indian, Lucknowi, Delivery",600
"Saahib,HSR",3.9,HSR,"Fast Food, Rolls, Delivery, Dine-out",300
"Andhra Vantillu,HSR",3.3,HSR,"South Indian, North Indian, Delivery, Dine-out",350
"Ammi's Biryani,HSR",2.8,HSR,"Biryani, North Indian, Delivery, Dine-out",500
"RJ Tiffin Service,HSR",3.7,HSR,"North Indian, South Indian, Delivery",150
"Insta Cakes,HSR",3.7,HSR,"Bakery, Sandwich, Juices, Delivery, Desserts",400
"Rolex Food Palace Restaurant,HSR",3.4,HSR,"Chinese, North Indian, Arabian, Kerala, Delivery, Dine-out",850
"Master Bake,HSR",3.7,HSR,"Bakery, Delivery, Desserts",300
"Ande Ka Funda,HSR",3.3,HSR,"North Indian, Chinese, Rolls, Delivery, Dine-out",200
"World Of Kebabs,HSR",3.4,HSR,"Mughlai, Awadhi, Kebab, Delivery, Dine-out",600
"Purani Dilli,HSR",3.2,HSR,"North Indian, Chinese, Delivery, Dine-out",300
"The Bigman's Cafe,HSR",3.7,HSR,"North Indian, Chinese, Delivery",450
"The Breakfeast,HSR",3.4,HSR,"Continental, North Indian, South Indian, Delivery",200
"Kaati Roll Delights,HSR",3.3,HSR,"Fast Food, Rolls, Delivery, Delivery",150
"Shiny Veg Kitchen,HSR",3.7,HSR,"North Indian, South Indian, Chinese, Delivery, Dine-out",300
"SaJuSo,HSR",3.8,HSR,"Fast Food, Sandwich, Salad, Healthy Food, Delivery",200
"Sofiya Cakes,HSR",3.7,HSR,"Bakery, Desserts, Delivery, Desserts",300
"Foodiction,HSR",3.7,HSR,"Continental, Fast Food, Chinese, Burger, Delivery",500
"Spicy Menu,HSR",3.7,HSR,"Chinese, Thai, Delivery, Dine-out",250
"Kombo King,HSR",3.7,HSR,"North Indian, South Indian, Biryani, Delivery",300
"Mehek E Punjab,HSR",3.7,HSR,"North Indian, Chinese, Delivery, Dine-out",400
"MK Dabbawala,HSR",3.7,HSR,"North Indian, Delivery",400
"Pathak's Kitchen,HSR",3.7,HSR,"North Indian, Chinese, Delivery",300
"Anand Delhi Se,HSR",3.7,HSR,"North Indian, South Indian, Chinese, Delivery, Dine-out",400
"Yaadgar Biriyani,HSR",3.7,HSR,"North Indian, Biryani, Delivery, Dine-out",600
"Arzak,HSR",3.7,HSR,"Arabian, Middle Eastern, Rolls, Seafood, BBQ, Delivery",300
"Kahaani Cafe And Restaurant,HSR",3.7,HSR,"North Indian, Chinese, Delivery",300
"Baba Da Dhaba,HSR",3.7,HSR,"North Indian, Biryani, Rolls, Beverages, Delivery",400
"Waffle Joint,HSR",3.7,HSR,"Belgian, Delivery",250
"Warm Oven,HSR",4.0,HSR,"Bakery, Desserts, Delivery, Desserts",500
"RICE BAR,HSR",3.1,HSR,"North Indian, Biryani, Delivery",500
"King's Cafe And Restro,HSR",3.7,HSR,"North Indian, Biryani, Delivery, Delivery",550
"Amma's Cafe,HSR",3.2,HSR,"Fast Food, Delivery, Dine-out",300
"The Little Chef,HSR",3.5,HSR,"North Indian, Chinese, Delivery, Dine-out",600
"Ambur Biryani,HSR",3.2,HSR,"South Indian, Fast Food, Delivery, Dine-out",450
"Tastydabba.in,HSR",3.7,HSR,"North Indian, Delivery",300
"Enroute,HSR",3.1,HSR,"Continental, Fast Food, Delivery",300
"Goodness! Beverages,HSR",3.7,HSR,"Beverages, Delivery, Desserts",250
"Shy Chef,HSR",3.7,HSR,"Fast Food, Beverages, Delivery",350
"Sandy Cool Joint,HSR",3.7,HSR,"Juices, Delivery",200
"Kuch Acha Khate Hain- Love for Food,HSR",3.7,HSR,"North Indian, Delivery",300
"Dhaba Central,HSR",3.3,HSR,"North Indian, Delivery, Dine-out",650
"Biryani treat,HSR",3.7,HSR,"Biryani, Delivery",350
"Kolapasi Take away,HSR",3.7,HSR,"South Indian, North Indian, Delivery",300
"Shree Upahara Veg,HSR",3.7,HSR,"South Indian, Delivery, Dine-out",200
"Awadh Biryani,HSR",3.7,HSR,"Biryani, Kebab, Delivery",350
"Cafe Foodywood,HSR",3.7,HSR,"Chinese, Continental, Delivery",450
"Thakur's Kitchen,HSR",3.7,HSR,"North Indian, Delivery",500
"Madeleine,HSR",3.7,HSR,"Bakery, Delivery, Desserts",400
"Chattar Mattar,HSR",3.5,HSR,"North Indian, Chinese, Delivery, Dine-out",150
"Sultan's Biryani,HSR",3.2,HSR,"Biryani, North Indian, Delivery",700
"UK Foods,HSR",3.7,HSR,"South Indian, Delivery",200
"Navab's,HSR",3.7,HSR,"Mughlai, Delivery",600
"The Sweet Paisley,HSR",3.7,HSR,"Desserts, Bakery, Delivery, Desserts",300
"Fork n Dough,HSR",3.7,HSR,"Bakery, Fast Food, Delivery, Desserts",200
"Royal Shark,HSR",3.7,HSR,"North Indian, Chinese, Delivery, Dine-out",550
"Thali15,HSR",3.7,HSR,"North Indian, Delivery",300
"When Hunger Strikes, Batman Delivers!,HSR",3.7,HSR,"Fast Food, Delivery",400
"Ranjitha Food Court,HSR",3.7,HSR,"South Indian, Delivery",300
"New GFC Dum Biryani,HSR",3.7,HSR,"Biryani, South Indian, Delivery, Dine-out",250
"Hotel Bismillah,HSR",3.7,HSR,"Biryani, Chinese, Kebab, North Indian, Delivery, Dine-out",400
"Vrikshah Kitchens,HSR",3.7,HSR,"South Indian, North Indian, Delivery",200
"Nandini Cafe,HSR",3.7,HSR,"Fast Food, Delivery, Dine-out",200
"NR Bakery,HSR",3.7,HSR,"Bakery, Juices, Coffee, Tea, Delivery, Desserts",150
"U And N Health,HSR",3.7,HSR,"Healthy Food, Beverages, Delivery",400
"Pind XPRS,HSR",3.7,HSR,"North Indian, Delivery",300
"Maggi N Maggi House,HSR",3.7,HSR,"Fast Food, Delivery",300
"Vegetarea,HSR",3.7,HSR,"South Indian, Delivery",250
"Amul Ice Cream,HSR",3.7,HSR,"Desserts, Ice Cream, Delivery, Desserts",100
"Bengaluru Donne Biriyani,HSR",3.7,HSR,"South Indian, Biryani, Delivery",300
"Biryani Affair,HSR",3.5,HSR,"Biryani, Delivery",350
"SR Biriyani Palace,HSR",3.3,HSR,"Andhra, Delivery, Dine-out",300
"Juicemaker,HSR",3.7,HSR,"Beverages, Fast Food, Delivery, Dine-out",400
"Go Italia,HSR",3.7,HSR,"Italian, Pizza, Fast Food, Delivery, Dine-out",500
"Indiana Burgers,HSR",3.3,HSR,"Burger, Delivery",300
"Kia's Kitchen,HSR",3.5,HSR,"North Indian, Chinese, Delivery",600
"DS Juice Cafe & Grill,HSR",3.2,HSR,"Fast Food, Juices, Chinese, Delivery, Dine-out",200
"CakeBox,HSR",3.5,HSR,"Bakery, Desserts, Delivery, Desserts",400
"Kachori Kafe,HSR",3.1,HSR,"Street Food, Mithai, Desserts, North Indian, Delivery, Dine-out",300
"Mughal Treat,HSR",4.0,HSR,"North Indian, Chinese, Mughlai, Delivery, Dine-out",600
"Thanco's Natural Ice Cream,HSR",3.9,HSR,"Ice Cream, Desserts, Delivery, Desserts",450
"Pepperwood 2,Sarjapur Road",3.1,Sarjapur Road,"Biryani, Rolls, Delivery",300
"Dakshin Flavors,HSR",3.0,HSR,"South Indian, North Indian, Delivery, Dine-out",600
"Hotel Narmada,Sarjapur Road",3.7,Sarjapur Road,"Hyderabadi, Biryani, Andhra, Delivery, Delivery, Dine-out",500
"Rock View Family Restaurant,HSR",3.3,HSR,"North Indian, Chinese, Delivery, Dine-out",700
"OMY Grill,HSR",3.8,HSR,"Biryani, Rolls, Fast Food, Delivery, Dine-out",300
"Burger Mania,HSR",3.7,HSR,"Burger, Sandwich, Fast Food, Delivery, Dine-out",400
"Agarwal Food Service,HSR",3.5,HSR,"North Indian, Chinese, Biryani, Delivery",400
"The Food Therapy,Koramangala 1st Block",3.7,Koramangala 1st Block,"North Indian, South Indian, Continental, Chinese, Delivery, Dine-out, Pubs and bars",1000
"Kalpanar Rannaghar,Ejipura",3.4,Ejipura,"North Indian, Bengali, Chinese, Delivery",250
"Dine With Singhs,Koramangala 1st Block",3.7,Koramangala 1st Block,"North Indian, Chinese, Delivery, Dine-out",300
"Hotel Atithi North Karnataka Mess,Koramangala 1st Block",3.7,Koramangala 1st Block,"South Indian, Delivery, Dine-out, Delivery",200
"Delhi Home Food,Koramangala 1st Block",3.3,Koramangala 1st Block,"North Indian, South Indian, Delivery, Dine-out",200
"It's My Meal,Bommanahalli",3.7,Bommanahalli,"North Indian, Delivery",200
"Sugar Dust - Dessert Amore,Bommanahalli",3.7,Bommanahalli,"Desserts, Bakery, Delivery",500
"FoodandSnack.com,Bommanahalli",3.3,Bommanahalli,"South Indian, North Indian, Delivery",500
"Eat N Drink,Bommanahalli",3.8,Bommanahalli,"Fast Food, Delivery, Dine-out",250
"Hotel Thazooq,Koramangala 1st Block",3.3,Koramangala 1st Block,"North Indian, Chinese, Biryani, Delivery, Dine-out",350
"Naani'z Biryani,Koramangala 1st Block",3.3,Koramangala 1st Block,"Biryani, Delivery, Dine-out",300
"Sapna bakery,Bommanahalli",3.7,Bommanahalli,"Bakery, Kerala, Delivery, Desserts, Dine-out",250
"Health Kitchen,Bommanahalli",3.7,Bommanahalli,"Healthy Food, Juices, Delivery",300
"Foodys Adda,Bommanahalli",3.2,Bommanahalli,"Fast Food, Delivery, Dine-out",300
"Fried Chicken Burger,Koramangala 1st Block",3.7,Koramangala 1st Block,"Fast Food, Delivery",400
"Chillax,Bommanahalli",3.3,Bommanahalli,"Fast Food, Beverages, Delivery, Dine-out",300
"New Ambur Dum Biryani,Koramangala 1st Block",3.2,Koramangala 1st Block,"Biryani, Kebab, Delivery, Dine-out",200
"Braggkit,Koramangala 1st Block",3.7,Koramangala 1st Block,"Fast Food, Delivery",300
"Vegan Khana,Koramangala 1st Block",3.7,Koramangala 1st Block,"Healthy Food, North Indian, Chinese, Delivery",400
"Spice Resto,Bommanahalli",3.3,Bommanahalli,"Kerala, North Indian, Chinese, Delivery, Dine-out",400
"Aaharam,Koramangala 1st Block",4.0,Koramangala 1st Block,"Chinese, North Indian, Delivery, Dine-out",350
"Mughal's,Bommanahalli",3.7,Bommanahalli,"Mughlai, North Indian, Delivery, Dine-out",500
"Navi's Kitchen,Bommanahalli",3.7,Bommanahalli,"North Indian, Chinese, Delivery, Dine-out",250
"North Indian Rasoi,Koramangala 1st Block",3.7,Koramangala 1st Block,"North Indian, Rajasthani, Delivery",500
"Hot & Cold Juice Cafe,Bommanahalli",3.7,Bommanahalli,"Fast Food, Beverages, Delivery, Dine-out",250
"Smack,Koramangala 1st Block",3.7,Koramangala 1st Block,"Fast Food, Delivery, Dine-out",200
"The Alphaa,Bommanahalli",3.8,Bommanahalli,"Andhra, North Indian, Chinese, Biryani, Seafood, Delivery, Dine-out",550
"99 Variety Dose-Biryanis-Starters,HSR",3.7,HSR,"South Indian, North Indian, Fast Food, Chinese, Delivery",300
"Italian Kitchen,HSR",3.7,HSR,"Italian, Beverages, Delivery",400
